Zone Code,Zone Name,people,households,rent,%rent,qual,%noqual
15UCGP,Tregolls,3530,56,1439,40.76487252,49,1.388101983
15UCGQ,Trehaverne and Gloweth,5771,83,2484,43.04280021,64,1.108993242
15UEHA,Tremaine,2232,34,892,39.96415771,25,1.120071685
29UPJG,Trench,4117,25,1642,39.88341025,21,0.510080155
37UGHJ,Trent,2324,58,886,38.12392427,17,0.731497418
37UJHH,Trent,4520,77,1946,43.05309735,30,0.663716814
37UJHJ,Trent Bridge,4513,30,2045,45.31353867,475,10.52514957
00GLNQ,Trentham and Hanford,12068,121,4918,40.75240305,116,0.961219755
15UHFE,Tresco,180,7,64,35.55555556,0,0
15UCGR,Trescobeas,3617,43,1577,43.59966823,47,1.299419408
34UEGT,Tresham,3615,34,1527,42.2406639,23,0.636237898
21UDGG,Tressell,4975,21,2064,41.48743719,38,0.763819095
15UGGP,Treverbyn,4526,28,1837,40.58771542,30,0.662836942
42UGJC,Trimleys with Kirton,6883,95,2890,41.98750545,42,0.610199041
26UCHD,Tring Central,5117,41,2050,40.06253664,37,0.72307993
26UCHE,Tring East,2738,77,1116,40.7596786,30,1.095690285
26UCHF,Tring West,5464,72,2199,40.24524158,46,0.841874085
00BAGP,Trinity,8835,68,4191,47.43633277,175,1.980758347
18UBHT,Trinity,2170,40,939,43.2718894,11,0.506912442
22UFHC,Trinity,5830,64,2364,40.54888508,42,0.720411664
22ULGS,Trinity,3580,48,1391,38.8547486,25,0.698324022
23UFHK,Trinity,2203,20,927,42.0789832,17,0.771674989
30UDHE,Trinity,5988,25,2643,44.13827655,52,0.868403474
32UCJW,Trinity,2178,15,900,41.32231405,11,0.505050505
34UEGU,Trinity,3493,40,1436,41.11079301,21,0.601202405
41UKFU,Trinity,7119,54,2788,39.16280376,47,0.660205085
46UFGY,Trowbridge Adcroft,5242,46,2284,43.57115605,24,0.457840519
46UFGZ,Trowbridge College,5406,40,2318,42.87828339,39,0.721420644
46UFHA,Trowbridge Drynham,6351,49,2599,40.92268934,34,0.535348764
46UFHB,Trowbridge John of Gaunt,5295,60,2020,38.14919736,30,0.566572238
46UFHC,Trowbridge Park,5946,86,2585,43.47460478,59,0.992263707
37UDGU,Trowell,2568,22,1021,39.75856698,24,0.934579439
32UGHX,Truesdale,4562,58,1781,39.03989478,21,0.460324419
40UEHF,Trull,2004,53,775,38.67265469,98,4.890219561
12UBGD,Trumpington,6554,109,2789,42.5541654,776,11.84009765
32UCJX,Trusthorpe and Mablethorpe South,1892,15,919,48.57293869,5,0.264270613
41UFJJ,Trysull and Seisdon,2075,36,827,39.85542169,21,1.012048193
20UGGR,Tudhoe,3482,34,1520,43.65307295,28,0.804135554
00AXGN,Tudor,8403,113,3482,41.43758182,128,1.5232655
26UKFY,Tudor,5591,75,2254,40.31479163,45,0.804864962
00BYGF,Tuebrook,14490,43,6304,43.50586611,351,2.422360248
23UEGF,Tuffley,5749,53,2398,41.71160202,20,0.347886589
30UKGS,Tulketh,6886,21,3055,44.36537903,390,5.663665408
00AYGU,Tulse Hill,13119,58,5765,43.94389816,431,3.28531138
00GLNR,Tunstall,12381,28,5315,42.92868104,114,0.920765689
00GAQM,Tupsley,9264,172,3867,41.74222798,103,1.111830743
17UJHC,Tupton,3794,15,1558,41.06483922,15,0.395361096
00AKHF,Turkey Street,12744,52,5046,39.59510358,189,1.483050847
40UDKX,Turn Hill,2497,67,1015,40.64877853,22,0.881057269
00ATGT,Turnham Green,10184,143,5076,49.84289081,223,2.189709348
09UDHE,Turvey,2767,58,1093,39.50126491,33,1.192627394
41UCGW,Tutbury and Outwoods,5260,67,2249,42.75665399,36,0.684410646
37UCGY,Tuxford and Trent,4041,50,1675,41.4501361,28,0.692897798
00HAPY,Twerton,5432,18,2334,42.96759941,85,1.564801178
00BDGM,Twickenham Riverside,9590,137,4674,48.73826903,191,1.991657977
18UKHA,Two Rivers,1608,29,645,40.1119403,12,0.746268657
33UBJA,Two Rivers,4000,38,1663,41.575,27,0.675
31UEGL,Twycross and Witherley with Sheepy,3062,63,1247,40.72501633,22,0.718484651
00LCPJ,Twydall,13282,64,5336,40.17467249,85,0.639963861
00MFNZ,Twyford,5421,88,2446,45.12082642,37,0.682530898
23UGHB,Twyning,1696,35,709,41.80424528,10,0.589622642
00EYNS,Tyldesley,7013,48,3032,43.23399401,73,1.040923998
00BWFX,Tyldesley East,15415,139,5985,38.82581901,157,1.018488485
11UFHP,Tylers Green and Loudwater,8581,150,3398,39.59911432,63,0.734180165
00CLFR,Tyne Dock and Simonside,5894,9,2718,46.11469291,47,0.797421106
00CKFR,Tynemouth,8667,99,4173,48.14814815,115,1.326872043
21UHHT,Uckfield Central,2792,61,1129,40.43696275,27,0.967048711
21UHHU,Uckfield New Town,2559,26,1134,44.31418523,10,0.390777648
21UHHW,Uckfield North,5372,58,2212,41.17647059,24,0.446760983
21UHHX,Uckfield Ridgewood,2974,38,1060,35.64223268,20,0.672494956
47UBGS,Uffdown,2275,28,958,42.10989011,20,0.879120879
35UEGT,Ulgham,2909,23,1220,41.93881059,16,0.550017188
31UDHE,Ullesthorpe,2049,37,785,38.3113714,15,0.732064422
16UFHL,Ullswater,1403,33,611,43.54953671,10,0.712758375
16UGJQ,Ulverston Central,2031,15,779,38.35548991,14,0.689315608
16UGJR,Ulverston East,2032,11,863,42.47047244,14,0.688976378
16UGJS,Ulverston North,1903,22,874,45.92748292,16,0.840777719
16UGJT,Ulverston South,1802,22,745,41.34295228,22,1.220865705
16UGJU,Ulverston Town,1865,17,923,49.49061662,14,0.750670241
16UGJW,Ulverston West,1891,41,835,44.15653094,9,0.475938657
00CXGC,Undercliffe,14732,75,5568,37.79527559,232,1.57480315
39UEGZ,Underdale,4905,53,2202,44.89296636,41,0.835881753
00ACGQ,Underhill,15721,178,6269,39.87659818,296,1.882831881
19UJFX,Underhill,4349,29,1568,36.05426535,40,0.919751667
37UBGF,Underwood,2955,30,1253,42.40270728,11,0.372250423
00CXGD,University,22640,168,5769,25.48144876,3326,14.69081272
00DAGF,University,21364,74,10854,50.80509268,4887,22.87492979
00ECPB,University,5656,20,1846,32.63790665,736,13.01272984
00FANW,University,9541,41,3654,38.29787234,1432,15.00890892
30UKGT,University,3501,18,1419,40.53127678,732,20.90831191
33UGGE,University,9007,47,2697,29.94337737,2346,26.04640835
17UJHD,Unstone,1804,10,778,43.12638581,14,0.776053215
00BMFR,Unsworth,10058,118,4099,40.75362895,99,0.984291112
23UBGK,Up Hatherley,5587,98,2363,42.29461249,80,1.431895472
30UPHD,Up Holland,5932,50,2458,41.43627782,50,0.842886042
46UBHM,Upavon,1982,89,799,40.31281534,11,0.554994955
23UFHL,Uplands,2163,24,926,42.81091077,19,0.878409616
00ARGW,Upminster,12674,208,4948,39.04055547,126,0.994161275
46UDHQ,"Upper Bourne, Idmiston and Winterbourne",4478,114,1835,40.97811523,16,0.357302367
22UCHM,Upper Colne,2121,43,878,41.39556813,11,0.518623291
39UFHC,Upper Corvedale,1329,29,542,40.78254327,3,0.225733634
18UDHB,Upper Culm,3564,44,1464,41.07744108,22,0.617283951
00AKHG,Upper Edmonton,14843,99,5639,37.99097218,441,2.971097487
30UHHJ,Upper Lune Valley,2272,57,952,41.90140845,24,1.056338028
24UPHJ,Upper Meon Valley,1814,71,763,42.06174201,9,0.496141125
35UFHM,Upper North Tyne,744,14,314,42.20430108,0,0
00AHHB,Upper Norwood,14190,123,6058,42.69203665,250,1.761804087
00CQFN,Upper Stoke,17069,98,7081,41.48456266,599,3.50928584
33UBJB,Upper Wensum,2284,28,980,42.90718039,10,0.437828371
36UBGU,Upper Wharfedale,1895,35,811,42.79683377,6,0.316622691
33UBJC,Upper Yare,2304,42,956,41.49305556,14,0.607638889
18UDHC,Upper Yeo,1561,29,630,40.35874439,11,0.704676489
16UDGW,Upperby,5487,20,2401,43.75797339,24,0.437397485
21UCFU,Upperton,9174,84,4850,52.86679747,243,2.648790059
00FPNH,Uppingham,3947,53,1482,37.54750443,131,3.318976438
00CBFX,Upton,15731,104,6741,42.85169411,147,0.934460619
00GAQN,Upton,2769,74,1196,43.19248826,17,0.613940051
00MDND,Upton,7423,127,3164,42.6242759,158,2.128519467
47UCJK,Upton and Hanley,4119,64,1870,45.39936878,35,0.849720806
13UBHJ,Upton Grange,6322,90,2629,41.58494147,137,2.167035748
24UBJT,Upton Grey and The Candovers,2733,111,1141,41.74899378,19,0.695206733
47UFHY,Upton Snodsbury,2575,45,1027,39.88349515,28,1.087378641
23UFHM,Upton St Leonards,2116,45,854,40.35916824,20,0.945179584
13UBHK,Upton Westlea,3857,66,1607,41.66450609,45,1.166709878
33UEJE,Upwell and Delph,4304,35,1785,41.47304833,38,0.882899628
19UJFY,Upwey and Broadwey,3665,46,1553,42.37380628,25,0.68212824
12UEHQ,Upwood and The Raveleys,2896,79,1052,36.32596685,23,0.794198895
46UBHN,Urchfont,1690,39,720,42.6035503,15,0.887573964
00BUFW,Urmston,9802,69,4286,43.72577025,103,1.050805958
20UBGK,Urpeth,3258,30,1295,39.74831185,36,1.104972376
00ASGZ,Uxbridge North,11671,140,4557,39.04549739,202,1.730785708
00ASHA,Uxbridge South,11438,73,4829,42.21891939,1041,9.101241476
11UCHJ,Vale,2077,17,803,38.66153105,16,0.770341839
23UFHN,Vale,1764,18,673,38.15192744,11,0.623582766
40UBHT,Vale,2014,54,813,40.367428,16,0.794438928
44UEHT,Vale of the Red Horse,2237,61,923,41.2606169,20,0.894054537
00ABGM,Valence,8775,13,3706,42.23361823,84,0.957264957
15UEHB,Valency,2166,37,967,44.644506,11,0.507848569
00BCGT,Valentines,11643,108,4513,38.76148759,419,3.59872885
00GAQP,Valletts,3334,46,1261,37.82243551,16,0.479904019
00BHGQ,Valley,10680,60,4220,39.51310861,157,1.470037453
00BYGG,Valley,9751,34,4249,43.57501795,111,1.138344785
00CKFS,Valley,10129,36,4347,42.91637871,76,0.750320861
13UDGZ,Valley,3860,21,1651,42.77202073,50,1.295336788
23UFHP,Valley,2162,15,930,43.01572618,25,1.156336725
31UHGT,Valley,4013,50,1630,40.61799153,26,0.647894343
37UEGX,Valley,4001,13,1755,43.86403399,33,0.824793802
43UKGN,Valley,3735,32,1644,44.01606426,24,0.642570281
33UEJF,Valley Hill,2175,25,943,43.35632184,12,0.551724138
24UNGZ,Valley Park,7484,92,2728,36.45109567,66,0.881881347
22UBGD,Vange,9571,19,3811,39.81820081,37,0.386584474
00AYGW,Vassall,13172,89,5766,43.77467355,532,4.038870331
00BYGH,Vauxhall,6699,15,3254,48.57441409,90,1.343484102
29UPJH,Vauxhall,4785,55,1967,41.107628,44,0.91954023
00MWRA,Ventnor East,3120,31,1484,47.56410256,21,0.673076923
00MWRB,Ventnor West,3137,30,1377,43.8954415,27,0.860694931
26UGGR,Verulam,6186,172,2691,43.5014549,79,1.277077271
19UDGW,Verwood Dewlands,4433,58,1738,39.20595533,19,0.428603654
19UDGX,Verwood Newtown,2612,21,1125,43.0704441,10,0.382848392
19UDGY,Verwood Stephen's Castle,4065,19,1805,44.40344403,18,0.442804428
26UKFZ,Vicarage,7149,38,2643,36.97020562,152,2.126171493
13UBHL,Vicars Cross,5663,66,2449,43.24562952,149,2.63111425
00AMGT,Victoria,12066,47,5082,42.11834908,424,3.514006299
00CAGY,Victoria,12254,107,4774,38.95870736,174,1.419944508
00EFNC,Victoria,5544,21,2479,44.71500722,302,5.447330447
00EYNT,Victoria,6739,25,3053,45.30345749,46,0.682593857
00KFND,Victoria,9346,31,4511,48.26663813,86,0.920179756
00MBPP,Victoria,3958,20,2147,54.24456796,23,0.581101566
22UEGE,Victoria,5740,47,2435,42.42160279,38,0.662020906
29UBJE,Victoria,5240,25,2212,42.21374046,52,0.992366412
30UQHE,Victoria,5851,77,2578,44.0608443,45,0.769099299
29UNHB,Viking,7100,106,3094,43.57746479,107,1.507042254
00ABGN,Village,9720,30,4213,43.3436214,91,0.936213992
00BAGQ,Village,8914,331,3715,41.67601526,230,2.580210904
00BEGZ,Village,10484,214,4090,39.01182755,331,3.157191911
00BUFX,Village,11811,143,5022,42.51968504,133,1.126068919
00EFND,Village,5042,29,2162,42.8798096,42,0.833002777
00BKGS,Vincent Square,8630,113,4306,49.89571263,455,5.27230591
43UGGD,Virginia Water,5895,133,2355,39.94910941,82,1.39100933
30UJGN,Vivary Bridge,5965,46,2336,39.16177703,44,0.737636211
11UBHY,Waddesdon,2594,45,1026,39.55281419,20,0.771010023
32UHHB,Waddingham and Spital,2116,27,887,41.91871456,23,1.086956522
30ULGY,Waddington and West Bradford,2636,56,1154,43.7784522,18,0.682852807
32UEHP,Waddington West,2496,26,996,39.90384615,9,0.360576923
00AHHC,Waddon,13393,92,6137,45.82244456,170,1.269319794
15UEHC,Wadebridge,6351,65,2760,43.45772319,40,0.629822075
21UHHY,Wadhurst,5057,139,1992,39.39094325,94,1.858809571
00CQFP,Wainbody,16306,255,5132,31.47307739,2979,18.26934871
32UCJY,Wainfleet and Friskney,4093,27,1659,40.53261666,28,0.684094796
42UHGT,Wainford,2241,48,868,38.73270861,21,0.93708166
00DBFS,Wakefield Central,14767,57,6206,42.02613936,374,2.532674206
00DBFT,Wakefield East,15572,68,7020,45.08091446,453,2.909067557
00DBFU,Wakefield North,15419,72,6281,40.73545626,206,1.336014009
00DBFW,Wakefield Rural,16028,167,6613,41.25904667,240,1.497379586
00DBFX,Wakefield South,15153,283,6323,41.72771068,194,1.280274533
42UGJD,Walberswick and Wenhaston,1995,18,918,46.01503759,13,0.651629073
45UCHE,Walberton,2636,49,1105,41.91957511,17,0.64491654
00AAGB,Walbrook,108,3,55,50.92592593,3,2.777777778
00HAPZ,Walcot,5641,67,2767,49.0515866,338,5.991845417
00HXNT,Walcot,6888,39,2879,41.79732869,37,0.537166086
00LCPK,Walderslade,9280,78,3655,39.38577586,71,0.765086207
42UBHL,Waldingfield,3980,66,1608,40.40201005,16,0.40201005
18UKHB,Waldon,1607,20,615,38.27006845,6,0.373366521
13UDHA,Waldron,5853,28,2428,41.48300017,284,4.852212541
34UCGY,Walgrave,1736,43,717,41.30184332,15,0.8640553
00BRFR,Walkden North,11219,36,5059,45.09314556,68,0.606114627
00BRFS,Walkden South,15701,107,6399,40.7553659,134,0.853448825
00CJFX,Walker,7725,4,3525,45.63106796,80,1.035598706
00CJFY,Walkergate,10209,34,4390,43.00127339,88,0.861984523
26UDHJ,Walkern,2669,44,1044,39.1157737,23,0.861745972
18ULGW,Walkham,3238,60,1292,39.90117356,37,1.142680667
00CGGF,Walkley,17043,67,7961,46.71125975,754,4.424103738
00BBGW,Wall End,12932,85,4294,33.20445407,478,3.696257346
00CBFY,Wallasey,15316,192,6294,41.09428049,166,1.083833899
38UDHM,Wallingford North,5330,51,2365,44.37148218,32,0.600375235
00BFGS,Wallington North,9974,85,4354,43.6534991,66,0.661720473
00BFGT,Wallington South,9602,133,4370,45.5113518,104,1.083107686
00HNNL,Wallisdown and Winton West,9318,74,3847,41.28568362,356,3.820562352
00CKFT,Wallsend,8821,35,4153,47.08082984,101,1.144994899
29UEHE,Walmer,6693,87,3067,45.82399522,50,0.747049156
16UCGB,Walney North,5604,36,2474,44.14703783,38,0.678087081
16UCGC,Walney South,5784,33,2425,41.92600277,41,0.708852006
00AJHB,Walpole,12688,144,5382,42.41803279,324,2.553593947
33UEJG,Walpole,2176,16,836,38.41911765,6,0.275735294
33UFHW,Walsingham,2232,26,996,44.62365591,10,0.448028674
00FCNC,Waltham,7036,115,2859,40.63388289,45,0.639567936
22UHHM,Waltham Abbey High Beach,2143,12,968,45.17032198,20,0.933271115
22UHHN,Waltham Abbey Honey Lane,6178,17,2567,41.55066365,43,0.696018129
22UHHP,Waltham Abbey North East,4193,18,1734,41.35463868,26,0.620081088
22UHHQ,Waltham Abbey Paternoster,4330,5,1838,42.44803695,19,0.438799076
22UHHR,Waltham Abbey South West,3546,8,1642,46.30569656,26,0.73322053
26UBGC,Waltham Cross,6492,22,2838,43.71534196,42,0.646950092
31UGGJ,Waltham-on-the-Wolds,1585,31,607,38.29652997,14,0.883280757
00JANY,Walton,5437,35,2330,42.85451536,22,0.404634909
17UDGQ,Walton,5971,101,2488,41.6680623,37,0.619661698
22UNHX,Walton,4376,23,2054,46.93784278,24,0.548446069
33UEJH,Walton,2544,27,1012,39.77987421,23,0.90408805
41UGHJ,Walton,5451,54,2376,43.58833242,48,0.880572372
43UBGQ,Walton Ambleside,4106,32,1554,37.84705309,15,0.365319045
43UBGR,Walton Central,5862,113,2557,43.61992494,69,1.177072671
11UBHZ,Walton Court and Hawkslade,5961,40,2442,40.96628083,51,0.855561147
43UBGS,Walton North,6650,42,2901,43.62406015,42,0.631578947
00MGNX,Walton Park,13154,106,5508,41.87319447,154,1.170746541
43UBGT,Walton South,6216,116,2609,41.97232947,57,0.916988417
30UNHB,Walton-le-Dale,3894,32,1601,41.11453518,29,0.74473549
30UJGP,Walverden,3532,45,1349,38.19365798,50,1.415628539
16UBHQ,Wampool,1665,34,654,39.27927928,7,0.42042042
00BFGU,Wandle Valley,10722,41,4599,42.89311696,83,0.774109308
00BJGS,Wandsworth Common,13555,292,5358,39.5278495,268,1.97713021
35UFHN,Wanney,974,26,414,42.50513347,10,1.026694045
00BCGU,Wanstead,11506,154,4584,39.84008343,210,1.825134712
38UEHN,Wantage Charlton,6139,88,2473,40.28343378,65,1.058804366
38UEHP,Wantage Segsbury,4356,85,1591,36.52433425,33,0.757575758
12UEHR,Warboys and Bury,6106,83,2385,39.05994104,35,0.573206682
00BYGJ,Warbreck,18020,47,7306,40.54384018,244,1.354051054
00EYNU,Warbreck,6704,51,2878,42.92959427,57,0.850238663
16UFHM,Warcop,1263,29,502,39.746635,7,0.554235946
35UFHP,Warden and Newbrough,1146,32,494,43.10645724,9,0.785340314
23UBGL,Warden Hill,5605,58,2520,44.95985727,53,0.9455843
00BQFW,Wardle,9160,105,3707,40.46943231,119,1.299126638
34UGHP,Wardoun,3666,94,1475,40.23458811,15,0.409165303
26UDHK,Ware Chadwell,2328,29,1052,45.18900344,19,0.816151203
26UDHL,Ware Christchurch,4701,37,2099,44.65007445,35,0.744522442
26UDHM,Ware St Mary's,5243,70,2141,40.83539958,52,0.991798589
26UDHN,Ware Trinity,4921,47,1893,38.4677911,38,0.772200772
19UGFZ,Wareham,5665,66,2545,44.92497793,30,0.52956752
00MANM,Warfield Harvest Ride,8121,45,3322,40.90629233,34,0.418667652
35UFHQ,Wark,1140,22,464,40.70175439,4,0.350877193
34UEGW,Warkton,3540,18,1424,40.2259887,21,0.593220339
35UBGJ,Warkworth,1960,54,898,45.81632653,21,1.071428571
00CYFT,Warley,10472,78,4216,40.25974026,117,1.117265088
22UDGJ,Warley,5662,65,2403,42.44083363,38,0.67114094
43UKGP,Warlingham East and Chelsham and Farleigh,4997,49,2063,41.28477086,35,0.700420252
43UKGQ,Warlingham West,3358,73,1357,40.4109589,25,0.744490768
46UFHD,Warminster East,8904,144,3663,41.13881402,34,0.381850854
46UFHE,Warminster West,8473,87,3633,42.87737519,57,0.672725127
47UEGB,Warndon,5292,14,2383,45.03023432,27,0.510204082
47UEGC,Warndon Parish North,5231,30,2116,40.45115657,24,0.458803288
47UEGD,Warndon Parish South,5224,39,2016,38.59111792,37,0.708269525
16UBHR,Warnell,1889,34,732,38.75066173,14,0.741132875
26UCHG,Warners End,4842,49,2032,41.9661297,31,0.640231309
30UQHF,Warren,6040,45,2319,38.39403974,40,0.662251656
24UHGD,Warren Park,6951,22,2494,35.87972954,51,0.73370738
24UEGF,Warsash,6740,99,2593,38.47181009,66,0.979228487
30UHHK,Warton,2315,20,994,42.93736501,23,0.993520518
30UFGW,Warton and Westby,4679,67,2013,43.02201325,39,0.833511434
00BKGT,Warwick,8131,98,4642,57.09014881,275,3.382117821
44UFGN,Warwick North,8488,112,3590,42.29500471,83,0.977851084
44UFGP,Warwick South,8569,148,3733,43.5640098,131,1.528766484
44UFGQ,Warwick West,8377,72,3749,44.7534917,59,0.704309419
47UBGT,Waseley,4454,20,1730,38.84149079,23,0.516389762
36UDHW,Washburn,2888,98,1160,40.16620499,33,1.14265928
29UBJF,Washford,2261,3,863,38.16895179,22,0.973020787
34UGHQ,Washington,1655,58,692,41.81268882,13,0.785498489
00CMFY,Washington East,14540,79,5780,39.75240715,176,1.21045392
00CMFZ,Washington North,11335,32,4945,43.62593736,83,0.732245258
00CMGA,Washington South,18058,143,7124,39.45065899,220,1.2182966
00CMGB,Washington West,11521,60,4527,39.29346411,134,1.163093481
00CNGP,Washwood Heath,27822,81,9554,34.33973115,524,1.883401625
40UFGM,Watchet,3949,35,1709,43.27677893,25,0.633071664
43UJGG,Watchetts,4616,92,1831,39.66637782,27,0.58492201
00HHNC,Watcombe,7359,51,3045,41.37790461,50,0.679440141
44UBGN,Water Orton,3573,31,1451,40.61013154,28,0.783655192
23UCHQ,Water Park,5120,101,2096,40.9375,38,0.7421875
12UGJE,Waterbeach,5256,106,2145,40.81050228,47,0.894216134
00BPFU,Waterhead,12876,66,5498,42.69959615,112,0.869835353
22UFHD,Waterhouse Farm,4985,46,2120,42.52758275,44,0.882647944
29UPJJ,Wateringbury,2015,32,771,38.2630273,21,1.042183623
12UDHD,Waterlees,4881,9,2015,41.28252407,30,0.61462815
00EYNW,Waterloo,6825,46,2921,42.7985348,58,0.84981685
24UHGE,Waterloo,9134,104,3953,43.27786293,76,0.832056054
30UJGQ,Waterside,5024,37,2165,43.09315287,41,0.816082803
33UFHX,Waterside,4016,45,1764,43.92430279,27,0.672310757
00CFFY,Wath,10671,88,4533,42.47961766,99,0.927748102
36UDHX,Wathvale,3010,55,1128,37.47508306,15,0.49833887
00LCPL,Watling,9044,93,3361,37.16275984,83,0.917735515
09UEHB,Watling,6658,97,2617,39.30609793,61,0.916191048
26UCHH,Watling,5273,63,2118,40.16688792,44,0.834439598
29UMHB,Watling,4903,42,2012,41.03610035,34,0.693452988
33UEJJ,Watlington,2031,25,851,41.90054161,5,0.246184146
38UDHN,Watlington,5141,124,2147,41.76230305,31,0.602995526
33UBJD,Watton,6819,44,2966,43.4961138,34,0.498606834
26UDHP,Watton-at-Stone,2272,45,921,40.53697183,14,0.616197183
16UBHS,Waver,1834,32,695,37.8953108,14,0.763358779
13UBHM,Waverton,2062,53,834,40.44616877,40,1.93986421
33UFHY,Waxham,2011,23,858,42.66534063,9,0.447538538
18UDHD,Way,1515,22,587,38.74587459,4,0.264026403
33UBJE,Wayland,2078,31,863,41.53031761,19,0.914340712
29UBJG,Weald Central,4605,77,1834,39.82627579,41,0.890336591
29UBJH,Weald East,1902,22,745,39.16929548,21,1.104100946
29UBJJ,Weald North,2326,52,926,39.81083405,12,0.515907137
29UBJK,Weald South,4885,71,2008,41.10542477,40,0.818833163
00AQGT,Wealdstone,8963,79,3504,39.09405333,166,1.852058463
36UGGY,Weaponness,3725,61,1626,43.65100671,160,4.295302013
00BRFT,Weaste and Seedley,9367,34,4358,46.5250347,211,2.252588876
41UCGX,Weaver,2090,27,862,41.24401914,15,0.717703349
13UHHM,Weaverham,6589,69,2737,41.53892852,33,0.500834725
00BGGM,Weavers,11685,31,4715,40.35087719,387,3.311938383
44UCGG,Weddington,7286,95,3043,41.76502882,56,0.76859731
40UCHH,Wedmore and Mark,4539,93,1762,38.81912315,39,0.859220093
00CSFY,Wednesbury North,12365,50,4888,39.53093409,84,0.679336838
00CSFZ,Wednesbury South,11972,46,4944,41.29635817,124,1.035750084
00CWFU,Wednesfield North,10978,45,4652,42.37566041,80,0.728730188
00CWFW,Wednesfield South,11195,48,4698,41.96516302,89,0.794997767
11UBJA,Weedon,1578,34,635,40.24081115,12,0.760456274
34UCGZ,Weedon,3072,63,1283,41.76432292,31,1.009114583
15UEHD,Week St Mary and Whitstone,2219,40,881,39.70256872,17,0.766110861
41UGHK,Weeping Cross,6526,135,2630,40.30033711,61,0.934722648
33UBJF,Weeting,2324,15,1043,44.87951807,12,0.516351119
00CKFU,Weetslade,9962,68,4474,44.91066051,78,0.782975306
00DAGG,Weetwood,20721,240,9295,44.85787365,2195,10.59311809
37UCGZ,Welbeck,2319,23,891,38.42173351,90,3.880983182
34UCHA,Welford,1876,39,727,38.75266525,18,0.959488273
44UEHU,Welford,2032,39,841,41.38779528,12,0.590551181
26ULGZ,Welham Green,3639,22,1575,43.28112119,146,4.012091234
34UEGX,Welland,2149,49,878,40.85621219,25,1.163331782
44UEHW,Wellesbourne,6773,94,2795,41.26679463,102,1.505979625
13UDHB,Wellington,3308,52,1436,43.40991536,23,0.69528416
24ULGE,Wellington,8400,71,2868,34.14285714,87,1.035714286
40UEHG,Wellington East,3491,47,1530,43.82698367,40,1.145803495
40UEHH,Wellington North,4125,34,1697,41.13939394,30,0.727272727
40UEHJ,Wellington Rockwell Green and West,5229,64,2319,44.34882387,26,0.497227003
47UCJL,Wells,3219,95,1335,41.47250699,49,1.522211867
40UBHU,Wells Central,1703,24,899,52.78919554,11,0.645918967
13UDHC,Wells Green,3985,92,1442,36.18569636,33,0.828105395
40UBHW,Wells St Cuthbert's,4577,55,2042,44.61437623,42,0.917631636
40UBHX,Wells St Thomas',4126,73,1811,43.89238972,51,1.236063984
00HHND,Wellswood,7622,95,3869,50.76095513,62,0.813434794
00AEHD,Welsh Harp,12405,109,4858,39.16162838,418,3.369609029
32UHHC,Welton,5000,96,1984,39.68,31,0.62
26ULHA,Welwyn North,4228,67,1701,40.23178808,35,0.82781457
26ULHB,Welwyn South,5454,123,2245,41.16244958,57,1.04510451
44UCGH,Wem Brook,7082,35,3053,43.10929116,47,0.663654335
39UCGU,Wem East,2463,27,1117,45.35119773,11,0.446609825
39UCGW,Wem Rural,1423,30,519,36.47224174,16,1.124385102
39UCGX,Wem West,2679,27,1193,44.53154162,30,1.119820829
00AEHE,Wembley Central,11002,126,3627,32.96673332,426,3.872023268
18UGHQ,Wembury and Brixton,4033,90,1747,43.31762956,37,0.917431193
22UQHL,Wenden Lofts,1435,54,572,39.86062718,12,0.836236934
11UBJB,Wendover,8511,143,3129,36.76418752,52,0.610974034
15UDGU,Wendron,2150,26,854,39.72093023,23,1.069767442
12UDHE,Wenneye,2131,14,880,41.29516659,14,0.656968559
00EXNX,Wensley Fold,6421,34,2708,42.17411618,95,1.479520324
35UDHJ,Wensleydale,3289,24,1538,46.76193372,32,0.972940103
33UFHZ,Wensum,2298,38,947,41.20974761,8,0.348128808
33UGGF,Wensum,10529,46,4277,40.62114161,320,3.039224998
00CNGQ,Weoley,21623,117,8968,41.47435601,955,4.416593442
00BPFW,Werneth,11594,77,3772,32.53406935,267,2.302915301
41UHHJ,Werrington,3430,29,1336,38.95043732,31,0.903790087
00JANZ,Werrington North,7942,88,3266,41.12314279,45,0.566607907
00JAPA,Werrington South,6670,100,2858,42.84857571,29,0.434782609
00MFPA,Wescott,5250,113,2244,42.74285714,46,0.876190476
40UDKY,Wessex,5173,98,2266,43.80436884,32,0.618596559
00JAPB,West,8312,212,3343,40.21896054,129,1.551973051
17UDGR,West,6036,111,2572,42.61100066,38,0.629555997
20UGGS,West,5669,35,2347,41.40059975,49,0.864349974
32UBGK,West,1556,23,668,42.93059126,12,0.771208226
34UBGB,West,3459,26,1409,40.73431628,22,0.636021972
34UHGG,West,1692,20,756,44.68085106,12,0.709219858
47UCJM,West,4223,62,1718,40.68197964,47,1.112952877
47UDFY,West,5461,57,2212,40.50540194,57,1.043764878
20UJGM,West Auckland,4347,22,1853,42.62709915,21,0.483091787
00BAGR,West Barnes,9559,121,3732,39.04174077,241,2.521184224
29UCHA,West Bay,6221,25,2713,43.61035203,46,0.73943096
22UGHE,West Bergholt and Eight Ash Green,5044,88,1984,39.33386201,35,0.693893735
00BSFX,West Bramhall,14460,336,5774,39.93084371,162,1.12033195
